id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,1st review,2nd review,3rd review,sympathy?,"Hidden * change to 'hide' to hide verdict, helpful to avoid biases while reviewing"
1.26E+18,06-25-2020 18:48,0,Twitter Web App,Sir Charles,0,Three fossil fuel entities violated Minnesotas Consumer Fraud Act by issuing misleading statements about global warming and engaged in a 30year campaign of climate change deception a lawsuit filed Wednesday by the states attorney general claims,SirChar17262525,,FALSE,269,482,0.025,0.25,news,news,news,positive,
2345579792,06-24-2020 16:22,0,Twitter Web App,PAGeologist,0,Book the must read book on Climate Global WarmingAlarmists Skeptics and Deniers A Geoscientist Looks at the Science of Climate Change climate ClimateAction ClimateActionNow ClimateEmergency ClimateChange,PACleanwater,Coal Land and Bloody Water- PA,FALSE,1059,1333,0,0,pro,pro,pro,positive,
380346763,06-22-2020 11:30,2,Hootsuite Inc.,EHN,0,New research by scientists at the University of Reginas Institute of Environmental Change and Society shows that global warming is increasing levels of toxic algae detrimental to human health climate,EnvirHealthNews,"Charlottesville, VA",FALSE,10248,2466,0.045454545,0.184848485,news,news,news,positive,
15157476,06-21-2020 03:23,0,MrPyrometer,Ray Peacock (MrPyro),0,New article Solar geoengineering could cause unwanted changes in climate new modelling suggests Physics World Bid to mitigate global warming could stagnate weat Climate physics,MrPyrometer,USA,FALSE,2197,4455,0.090909091,0.303030303,news,neutral,news,positive,
22362638,06-19-2020 14:25,0,Twitter Web App,Marissa Spraker,0,NEARLY HALF of Americans are affected by climate change According to Yale 69 of Americans also believe that global warming only affects plants and animals THIS IS NOT TRUE Climate change is a major threat to mankind and we must fight it Reduce Reuse Reuse again Climate,mhmmitsmarissa,,FALSE,218,320,-0.055833333,0.463333333,pro,pro,pro,positive,
92034115,06-19-2020 07:16,4,TweetDeck,EEB,5,Tomorrow is WorldRefugeeDay Without ClimateAction 35 billion may be living in intolerable heat by 2070 resulting in more climate migrationClimate of Change is exploring how to boost resilience to global warmingWeWorldOnlus UniboMagazine,Green_Europe,"Brussels, Belgium",FALSE,31799,2369,0.25,0.25,pro,pro,pro,positive,
1.23E+18,06-18-2020 12:44,1,Twitter for iPhone,Weather and Climatology,5,Today meteorologists around the world unite to raise awareness of our planets ever warming climate The stripes shown below depict global temperature change by year ShowYourStripes MetsUnite,AndClimatology,,FALSE,931,1056,0,0,pro,news,pro,positive,
1.23E+18,06-18-2020 11:22,0,Twitter Web App,Climate change 2020,0,Go Live with Climate Change WebinarMeetings International is organizing Webinar on Climate Change and Global Warming will be hosted on December 14 2020 at 1000 AM GM1,warming2020,,FALSE,42,183,0.045454545,0.166666667,neutral,pro,neutral,neutral,
2153894954,06-16-2020 06:27,0,IFTTT,prepperbot,0,climate change The Global Warming Issue The Enemy We Cant Stop,prepperbot,American Redoubt,FALSE,1067,430,0,0,pro,neutral,pro,positive,
1.03E+18,06-15-2020 12:01,0,Loomly,E2C,6,Due to global warming the potential release of methane from methane clathrate compounds buried in the seafloor into the atmosphere may cause a runaway greenhouse effect a tipping point in climate change Make a difference with E2C renewableenergy,e2coin,,FALSE,1007,5,-0.041666667,0.458333333,pro,pro,pro,positive,
2184934963,06-11-2020 11:46,17,Twitter Web App,GO GREEN,21,Humanity total failure to fight global warming caving in to Big Oil Since 1990 and first IPCC report to fight climate change global emissions of c02 from energy and industry have risen by 62 pumping another 870 billion tonnes of c02 into atmosphere,ECOWARRIORSS,,FALSE,23415,20439,-0.011111111,0.247222222,news,news,news,positive,
598966156,06-06-2020 04:04,0,Twitter for iPhone,top_hand,0,ATomalty cathmckenna gmbutts JustinTrudeau CBCNews good question its all about the money climate change global warming,benstahl3,,FALSE,419,1433,0.35,0.3,anti,neutral,neutral,neutral,
1.26E+18,06-05-2020 22:05,0,Twitter for iPhone,Emmanuel Kpana Sinah,1,For our society to thrive we must save and protect our environment planting trees is one of the many environmental issues affecting our country Major environmental problems OverpopulationDeforestationClimate changeGlobal warming,SinahKpana,,FALSE,44,247,0.28125,0.5,pro,pro,pro,positive,
9.40E+17,06-05-2020 13:54,0,Twitter Web App,Jerzy H. Czembor,0,Crop Life International gt How Climate Change is Powering Global PestsJune 4 2020 climatechange agrobiodiversity plantbreeding plantpathology IPM climate warming biotechnology food foodsecurity agriculture IYPH2020 Genetics,CzemborJerzyH,,FALSE,1239,2757,0,0,pro,news,news,positive,
167908095,06-05-2020 13:21,0,Twitter Web App,Helen Sikavitsa,0,An interactive online platform designed to help policy makers and businesses understand climate scenarios and better assess the threat of global warming Weblink to SENSES platform climate change environment awareness WorldEnvironmentDay2020,elenischool,"Thessaloniki, Greece",FALSE,2321,2398,0.25,0.25,neutral,pro,pro,positive,
288316394,06-01-2020 18:30,1,Hootsuite Inc.,Green Teacher,9,An opportunity to decarbonize Perhaps a postpandemic economy can serve us all better from CTVNews climate change economy global warming,GreenTeacherMag,Toronto,FALSE,4091,585,0.25,0.25,news,pro,pro,positive,
75745506,05-31-2020 06:11,0,Twitter for Android,Dr.Narendra Meena,0,Year 20192020 will be crucial for global warming and climate change researchers as lockdown will serve some new exciting dataman vs nature,narendes,Dehradun,FALSE,103,132,0.109090909,0.563636364,neutral,neutral,neutral,neutral,
89711639,05-29-2020 17:30,5,TweetDeck,TRF Climate,7,OPINION Complex climate change negotiations have to include the countries and people most affected by global warming and that cannot be done online writes UNUEHS scientist soekreft COP26 COVID19,TRF_Climate,London,TRUE,14226,1694,0.066666667,0.3,neutral,pro,neutral,neutral,
21834441,05-28-2020 04:23,2,Twitter for Android,Saurabh Bhardwaj,1,We are about to but still havent hit that 15deg mark and the world is facing frequent weather amp climate extremes Shown below is long term Global temp change Imperative to limit the warming ClimateCrisis ClimateAction ClimateChange,Saurabhsays_,,FALSE,302,516,0.016666667,0.233333333,pro,pro,pro,positive,
2546540748,05-26-2020 00:02,1,Twitter Web App,Sanchali Pal,5,New research out of YaleClimateComm on Climate Change amp the American Mind2 in 3 Americans feel a personal sense of responsibility to help reduce global warming47 perceive a norm in which their friends amp family expect them to take action climate,sanchalipal,"Ohlone Land / Oakland, CA",FALSE,838,713,0.047272727,0.170909091,news,news,news,positive,
1947442303,05-25-2020 08:55,0,Spreaker,American Soundbite,0,New Podcast What If I Paid You A Million Dollars on Spreaker change climate climatechange cooling earth global reality science sunspot theories warming,asoundbite,download on itunes,FALSE,82,385,0.068181818,0.227272727,neutral,neutral,neutral,neutral,
1.24E+18,05-22-2020 00:25,0,FS Poster,CoronaVirusNewsLive.com,1,Could coronavirus change how we tackle the climate crisis Global Warming coronavirus change climate coronavirus crisis global tackle warming,CoronaVirusNFO,,FALSE,81,0,0,0,neutral,neutral,neutral,neutral,
1.21E+18,05-20-2020 18:33,0,LinkedIn,Zsolt Lengyel,0,The New York Times Americans positions on climate change have remained largely unshaken by the coronavirus pandemic and economic crisis according to a new national survey that showed acceptance of the reality of global warming at record highs in s,Climatius_,"Waterloo, Ontario, Canada",FALSE,427,1747,0.137402597,0.307532468,neutral,news,news,positive,
8.94E+17,05-20-2020 09:22,0,PromotePictures,IsaZiets,1,Promote RedbubbleRedbubble logo redbubble findyourthing heatwaves climatechange planetearth globalwarming savetheplanet fantasyillustration decor apparel art Tweeted via,IsaZiets,,FALSE,921,1959,0,0,neutral,pro,pro,positive,
95418595,05-20-2020 00:15,1,Hootsuite Inc.,Daily Climate,0,Americans positions on climate change have remained largely unshaken by the coronavirus pandemic and economic crisis according to a new national survey that showed acceptance of the reality of global warming at record highs nytimes,TheDailyClimate,"Bozeman, Mont.",FALSE,17704,1370,0.137662338,0.270779221,news,news,news,positive,
1.10E+18,05-19-2020 15:30,0,Twitter Web Client,Beyond_Animal,0,Limiting global warming to 15 C would reduce the odds of initiating the most dangerous and irreversible effects of climate changeA path to ensure that is possible but not easy,beyond_animal,Switzerland,FALSE,333,146,-0.063333333,0.646666667,news,pro,pro,positive,
95418595,05-19-2020 10:40,1,Hootsuite Inc.,Daily Climate,2,The study has found that much like humans insects will change their diet to try new things depending on where they are The discovery could have a serious impact on crops as global warming causes insects to colonise new regions climate,TheDailyClimate,"Bozeman, Mont.",FALSE,17704,1370,0.027878788,0.355151515,news,news,news,positive,
1.22E+18,05-19-2020 07:44,1,Twitter Web App,Treenvest.org,1,WHOSEARO WHO UNinBangladesh icddrb WHOThailand WHOSriLanka WHOTimorLeste WHOMaldives WHOIndonesia Amidst the issues that our planet is dealing with namely climate change and global warming the coronavirus outbreak has proven to one of the toughest challenges for humankind Experts have interlinked the spike in the number of infections climate change treenvest,treenvest,,FALSE,17,51,0,0,neutral,neutral,neutral,neutral,
340152431,05-19-2020 06:37,0,Twitter Web App,Scientific Publishers,3,ENVIRONMENT AT CROSSROADS CHALLENGES AND GREEN SOLUTIONSThis book deals with various environmental problems like climate change global warming etcFor more visit Order at environment nature sustainability climate,ScientificPubIn,"Jodhpur, Rajasthan, India",FALSE,305,144,0.075,0.325,neutral,pro,neutral,neutral,
1.20E+18,05-18-2020 11:32,0,Twitter Web App,Danyhilton,2,Latest research could reduce climate change risks Share more innovative ideas to protect our environment at Global Warming Congress environmental science health pollution climate crisis meetings toxicology,Danyhilton1,,FALSE,15,36,0.375,0.6,pro,news,news,positive,
1.06E+18,05-17-2020 20:45,0,Twitter for Android,Abdikarim,0,Very society needs a fundamentally new approach for mitigation againest Global warming and power governance systems take positive decisions for adaption climate changeClimatogist Abdikarim Hassan MA of Climate change and Environmental Sustainbality,Abdikar67124398,,FALSE,5,38,0.140909091,0.325,pro,pro,pro,positive,
916119991,05-17-2020 09:28,0,Twitter for iPhone,Darryl Ellis,0,iamshaunbailey Did Adam go and pump them up with a speech on global Warming Climate Change,EllisDarryl,"Sydney, New South Wales",FALSE,1037,1049,0,0,neutral,neutral,neutral,neutral,
1.24E+18,05-14-2020 21:47,0,Twitter Web App,The Green Swan,1,So because the UKs Covid model might have arrived at a high numberProfessor Michael Manns hockey stick model was used by the IPCC mass media and politicians to push the manmade global warming now called climate change hysteria over the past two decades Climate,TheGreenSwan2,,FALSE,27,92,-0.03,0.263333333,anti,anti,anti,negative,
1.25E+18,05-14-2020 06:25,10,Twitter Web App,Divya Hari,43,The world can be best served and transformed only if we start being sensible and mindful of our own attitude and choicesenvironment green carbon footprint global warming climate change refuse recycle,IvyKriss,"Denver, CO",FALSE,698,716,0.28,0.52,pro,pro,pro,positive,
744128826,05-13-2020 13:47,0,Twitter Web Client,Pablo  Casaux,0,Governments must prioritize the fight against global warming in stimulus packages aimed at alleviating the coronavirus crisis because climate change may cause much greater chaos in the future says Engies CEO via businesscovid climate,pcasaux,Argentina,FALSE,406,308,0.166666667,0.208333333,pro,pro,pro,positive,
2375685024,05-12-2020 17:36,0,Twitter Web App,Dinesh C Srivastava,0,I think corona is taking care of global warming and climate change as local is being advocated Now there will be a brake on global workflow labour flow and goods and services flow Now produce local and consume local is the mantra given by PM Modi,CDinesh25,India,FALSE,133,103,0,0,neutral,anti,neutral,neutral,
1.11E+18,05-12-2020 14:01,0,Twitter Web App,Harm Saeijs NL #NetZero2030 (our house is on fire),0,In this CarbonBrief October 8 2018 it is explained why the IPCC Intergovernmental Panel on Climate Change was asked to produce a report focused on 15C of global warming what the report says and how the report has been receivedScience Policy,HarmSaeijs,rts & likes r not endorsements,FALSE,1078,4135,0,0,news,neutral,news,positive,
1.25E+18,05-11-2020 19:50,0,Twitter Web Client,Divya Hari,0,As much as I love Singapore also widely known as the Clean and Green city the usage of singleuse plastics is distressingly rifereuse recycle refuse environment waste food eco shop carbon footprint global warming climate change,IvyKriss,"Denver, CO",FALSE,698,716,0.061111111,0.333333333,pro,pro,pro,positive,
1.22E+18,05-11-2020 08:23,0,Twitter Web App,Treenvest.org,0,treenvest nature environment trees natural ecosystem water earth conservation adaptation climate change global warming climatechange globalwarming destruction planet resources naturalresources species extinction conserve animals birds habitats habitat,treenvest,,FALSE,17,51,0.05,0.2,neutral,pro,neutral,neutral,
1.11E+18,05-10-2020 01:42,1,Twitter Web App,john,0,Theres a difference between global warming and climate change idiots GlobalWarming Climate,imgonesoon,,FALSE,0,9,-0.4,0.4,neutral,neutral,neutral,neutral,
874934628,05-05-2020 22:02,0,Twitter Web App,michelle stirling,0,AdamskiPeter lamphieryeg Global warming is a reality the hoax is the thought that a carbontax can change the weather or climate Heres some of the science,stirlingmg,,FALSE,439,196,0,0,pro,news,news,positive,
1.11E+18,05-05-2020 05:17,6,TweetDeck,David N. Thomas,10,The fact that the biggest global economic contraction since the Great Depression will not make a dent in future warming should be sobering It highlights the fact that we need to change the way we build human prosperityCO2ClimateCrisis climate,DNThomas01,🇬🇧 in Helsinki  🇫🇮,FALSE,2079,2568,0.2,0.235,neutral,pro,pro,positive,
2184934963,05-04-2020 15:12,9,Twitter Web App,GO GREEN,10,Yes green energy is not perfect bio wood is new coal but overall green energy is a much cleaner form of energy than dirty fossil fuels and is only chance we have off avoiding utter devastation from runaway global warming climate change M Moore MMFlint has let world down,ECOWARRIORSS,,FALSE,23415,20439,-0.119926538,0.485766759,pro,pro,pro,positive,
2184934963,05-03-2020 11:59,30,Twitter Web App,GO GREEN,25,World did not take warnings of a pandemic serious until it arrived and still world does not take warning of climate change diaster serious despite the force of global warming being unleashed that like a pandemic we will one day awake up and experience a world hostile to life,ECOWARRIORSS,,FALSE,23415,20439,-0.222222222,0.444444444,pro,pro,pro,positive,
1.23E+18,05-01-2020 17:10,0,Twitter Web App,The Solar Revolution,2,4 Underrated Climate Change Donors Who Are Actually More Generous Than Jeff Bezos By SissiCaoClimatechange Globalwarming Thesolarrevolution Climate Freshair Planet Change Earth Changeclimate Global Warming,thesolarrev,"Long Beach, CA",FALSE,94,547,0.25,0.25,neutral,news,news,positive,
3669231686,04-30-2020 09:37,2,Twitter Web Client,Akarnious,1,CLIMATE CHANGE Global WARMING Adelaide records wettest April in 22 years as rain and strong winds lash SA,Akarnious,,FALSE,1873,2221,0.216666667,0.366666667,pro,news,news,positive,
3432520972,04-28-2020 07:47,0,Twitter for iPhone,Steve Baynes,1,2020 will be hottest year on recordLockdowns have lowered emissions but longerterm changes neededPerspective Coronavirus will reduce global emissions by 55 We need to reduce emissions 76 EVERY year for decades to limit warming to 15C climate,stevebaynes,"Helsinki, Finland",FALSE,916,1418,0,0,news,pro,pro,positive,
2543841462,04-27-2020 14:20,2,Hootsuite Inc.,Henry Mintzberg,4,Our choice comes down to this grounded reformation or global devastation We can continue to plunder this planet and each other or we can make our way to reformation warming environment change climate,Mintzberg141,"Official account, Montreal",FALSE,17970,576,-0.093518519,0.221296296,pro,pro,pro,positive,
2543841462,04-26-2020 01:20,1,Hootsuite Inc.,Henry Mintzberg,2,Areas with outbreaks may have to take aggressive actions to reduce their pollution for example by closing down polluting plants immediately also for the sake of global warmingremember that health environment climate change Earth pandemic,Mintzberg141,"Official account, Montreal",FALSE,17970,576,-0.077777778,0.144444444,pro,neutral,pro,positive,
21769361,04-25-2020 19:14,0,Instagram,STEⓋE BOZIC,0,Energy Clarity No energy is sustainable fossil fuels fuel coal oil gas fracking nuclear global warming climate change environment renewable moral good freedom objectivism,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",FALSE,478,738,0.233333333,0.283333333,neutral,neutral,neutral,neutral,
401775393,04-21-2020 19:46,31,Twitter for iPhone,Assaad Razzouk,38,climate artPowerful climate change photos reveal devastating impact of global warming around the world via app Agoras 50 finalists for its ClimateChange2020 competitionEarthDay2020,AssaadRazzouk,Singapore,TRUE,138426,18462,-0.5,0.5,pro,news,pro,positive,
1.18E+18,04-21-2020 17:56,0,GoDaddy Social App,Twyla Dell,1,Earth Day is TOMORROW Read more blogs on Lets work together and Stop Climate Change NOW Climate Change Global Warming Earth day,dell_twyla,Kansas City,FALSE,26,150,0.25,0.25,pro,pro,pro,positive,
21769361,04-18-2020 22:11,0,Instagram,STEⓋE BOZIC,0,Freedom to compete No energy favoritism by governments oil gas coal nuclear fossil fuel carbon emmissions environment global warming climate change human flourishing movement,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",FALSE,478,738,0,0.05,neutral,neutral,neutral,neutral,
9.12E+17,04-18-2020 03:29,0,Twitter Web App,Leo Sutton,2,If The Parched West is Heading Into a Global WarmingFueled Megadrought That Could Last for Centuries climate Its because Anti Nuclear FoE Trolls promoted coal oil for decades YES We need to change to thorium NuclearEnergy,LeoYD850,,FALSE,86,74,0,0.033333333,pro,pro,pro,positive,
2351862445,04-17-2020 16:46,16,Twitter Web Client,@drtimball #climate,23,Melting Glacier Reveals More Evidence Of Very Warm Medieval Warm Period The Global Warming Policy Forum GWPF drtimball climate change The biggest deception in historyBREAKING DrTim Ball wins against Dr Michael Mann lawsuit,pplonia,Columnist-Landowners Magazine,FALSE,4274,1967,0.363333333,0.346666667,news,news,news,positive,
15061869,04-16-2020 06:51,0,JabX.net,pcgame,0,Coronavirus Cure Worse Than Problem Donald TrumpRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,FALSE,369,254,0.0125,0.425,neutral,neutral,neutral,neutral,
1.24E+18,04-15-2020 19:05,0,Twitter for Android,ISRAELPROPHET,0,THINK ABOUT IT gtgtgt Global Warming a convenient truth Or false Polar vortex amp Biblical prophecy Climate Change or See postulates by Prince Handley and then decide for yourself HINT Why you do NOT need to worry about it but,ISRAELPROPHET1,"Ramat Gan  /  רָמַת גַּן

",FALSE,18,10,-0.161111111,0.283333333,neutral,anti,anti,negative,
29426700,04-14-2020 09:21,0,Twitter Web Client,Farm Africa,0,Keeping global warming below 2C flattens the curve of climate change risk to biodiversity It does this by massively reducing the number of species at risk and buys more time for species and ecosystems to adapt to the changing climate via TCAfrica,FarmAfrica,Eastern Africa and London,TRUE,45146,9006,0.166666667,0.5,pro,news,news,positive,
1.18E+18,04-09-2020 19:56,1,Twitter Web Client,Twyla Dell,2,THE FOUR HORSEMEN OF THE ENVIRONMENTAL APOCALYPSE via delltwyla Global Warming Climate Change Earth Day,dell_twyla,Kansas City,FALSE,26,150,0,0,neutral,neutral,neutral,neutral,
1916100560,04-08-2020 17:53,0,Twitter for Android,Usman BalOch🇵🇰,0,Mother earth is rebooting Learning lesson for climate change global warming,_UsmanLashari_,Thatta لاڙ Karachi,FALSE,10488,3021,0,0,pro,neutral,neutral,neutral,
15061869,04-07-2020 22:51,0,JabX.net,pcgame,0,Coronavirus Vaccine Testing Starts TodayRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,FALSE,369,254,0.15,0.366666667,neutral,neutral,neutral,neutral,
15061869,04-07-2020 03:23,0,JabX.net,pcgame,0,Get on the Coronavirus Vaccine TrainAll Aboard YiiiiiihaaaaaaRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,FALSE,369,254,0.15,0.366666667,neutral,neutral,neutral,neutral,
19609660,04-05-2020 11:14,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming The11thHour,EDITORatWORK,"Rural Hall, North Carolina, USA",FALSE,4191,3708,0,0,neutral,pro,pro,positive,
338646028,04-05-2020 00:29,0,Twitter for iPhone,Rededdy,0,Watching American President Love that movie Annette Bening ranting about climate change global warming and fossil fuels Movie from 1995 Cant make this up climate climatechange globalewarming hollywood climatescam,rededdy56,,FALSE,360,1165,0.166666667,0.2,anti,pro,anti,negative,
3188029904,04-03-2020 17:28,0,Twitter Web App,Chittal,0,environment birds global warming climate change,Chittal_21,"Chennai, India",FALSE,6,86,0,0,neutral,neutral,neutral,neutral,
9.83E+17,04-02-2020 19:25,0,Twitter for iPhone,🇺🇸🇺🇸🚩kerts 🏞 🦅🌹🇺🇸🇺🇸,0,In regards to climate change just remember his attacks on Sanders call to ban fracking CO2 emissions are the biggest contributor to global warming Apparently he is opposed to putting a significant dent in them by banning fracking by the fossil fuels industry,silkpjsocialist,god’s country,FALSE,46,304,0.141666667,0.408333333,pro,neutral,neutral,neutral,
1331133278,04-01-2020 07:27,0,IFTTT,POPapers,0,Climate JC Projected changes in snow water equivalent over the Tibetan Plateau under global warming of 15C and 2C,geomatlab,,FALSE,734,60,0,0,news,news,news,positive,
89711639,03-31-2020 08:30,0,TweetDeck,TRF Climate,2,In India coastal women who have long dived for a harvest are now battling globalwarming driven changes to keep their profession alive l womensrights climate,TRF_Climate,London,TRUE,14226,1694,0.025,0.4,pro,news,news,positive,
170927863,03-30-2020 19:52,0,Spreaker,Charles Moscowitz Author and Podcast Host,0,New Podcast Inconvenient Facts The Virus and the Environment on Spreaker change climate global power solar warming wind,moscowitz10001,"Boston, MA",FALSE,848,2029,-0.154545455,0.484848485,neutral,neutral,neutral,neutral,
1.23E+18,03-30-2020 11:21,0,Twitter Web App,Climate change 2020,0,Do not miss your chance to share your innovations with a global audience at Climate Change Global Warming 2020 during December 1415 2020 at Dubai UAE The Climate Change2020 would comprise keynote presentations oral presentations poster presentations,warming2020,,FALSE,42,183,0,0,neutral,neutral,neutral,neutral,
113183609,03-28-2020 20:55,0,Twittimer,MASKS: ARE FEAR....SPREADING FEAR!!! DANGEROUS!!!,0,What Was Really Happening In AustraliaOver 200 people arrested for arsonbut FakeMedia says its climate change Creating Facts To Prove Global WarmingGlobal Engineeringwho benefits Globalistsmaga americafirst,mrcleansedotcom,"SALT LAKE CITY, UTAH",FALSE,12526,13312,0.1,0.1,neutral,neutral,neutral,neutral,
9.81E+17,03-28-2020 14:57,0,Happy Eco News,Happy Eco News,1,World can avoid catastrophic global warming with Climate solutions in hand todaystudy There is no single solution to combat climate change From climatefriendly diets and improved education to electric vehicles and,HappyEcoNews,"Vancouver, British Columbia",FALSE,3517,2626,0.017857143,0.107142857,pro,pro,pro,positive,
21769361,03-28-2020 09:42,0,Instagram,STEⓋE BOZIC,0,Overpopulation is a myth themoreyouknow knowledge wisdom facts truth fossil fuel oil gas coal hydro nuclear climate change global warming,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",FALSE,478,738,0,0,neutral,neutral,neutral,neutral,
1.24E+18,03-27-2020 18:19,1,Twitter for iPhone,Mohammad H .S,0,I am worried about future of the world this kind of disaster has never been as strict as now Alsowe cant neglect the climate change and in my view of pointglobal warming is the most awful happening that humans had encounteredclimate ClimateStrikeOnline ClimateActionNow,MohammadHSedag1,,FALSE,2,10,0.025,0.63125,pro,pro,pro,positive,
1.23E+18,03-26-2020 13:09,0,Twitter Web App,Climate change 2020,0,Call for AbstractsSubmit your abstracts under the session of ClimaticConditions for 7th World Summit on Climate Change amp Global Warming scheduled during December 1415 2020 at Dubai UAE,warming2020,,FALSE,42,183,0,0,neutral,pro,neutral,neutral,
142530837,03-25-2020 14:38,1,Buffer,José Pedro,1,Global warming is driving increased inequality The gap between the worlds richest and poorest countries is 25 percent larger than it would have been without climate change,jp966,Portugal,FALSE,2865,3365,0,0.25,pro,news,news,positive,
1633496226,03-24-2020 19:58,0,Twitter Web App,Olivia V. Sanderfoot,2,Check out this fascinating thread on new research from UW UWEnvironment on the impacts of shipping emissions on climate Emissions from changes in cooling This masks 13 of global warming due to greenhouse gases climate airpollution airquality,osanderfoot,"Seattle, WA",FALSE,1109,432,0.177840909,0.419886364,news,news,news,positive,
1.23E+18,03-24-2020 11:58,0,Twitter Web App,Climate change 2020,0,Call for Speakers at Climate Change amp Global Warming Conference in the month of December 1415 2020 at Dubai UAEShare your research work with young researchers amp studentsRegister and confirm your slot now,warming2020,,FALSE,42,183,0.05,0.2,neutral,pro,neutral,neutral,
15476036,03-23-2020 15:53,0,Buffer,Rachel Lincoln Sarnoff,0,Will the effort to revive the global economy after the pandemic accelerate the emissions of planetwarming gases rather than avert climate change activist activism climate climatechange climatecrisis climateemergency climatejustice,rachellsarnoff,"Los Angeles, CA",FALSE,7645,6802,0,0,news,neutral,neutral,neutral,
2437728764,03-19-2020 14:36,1,Buffer,CCL San Francisco,2,No its not the sunYes scientists agree on whats causing itNo a cold day doesnt disprove global warmingWeatherProf at CBS debunks some common climate change myths,CCLSanFrancisco,San Francisco,FALSE,2950,3200,-0.3,0.5,news,pro,pro,positive,
1.22E+18,03-18-2020 23:44,0,Twitter for iPhone,Trev,0,Myth Scientists dont agree on climate change False Almost all can agree on Humancaused global warming climatemyth mythbuster climate,Trev66077412,,FALSE,28,38,-0.2,0.3,news,anti,anti,negative,
86914671,03-17-2020 05:13,0,Twitter Web App,Tor E Aslesen,1,dbirch214 Global warming is ended for now only global climate change is left on the scene,AstroObservaTor,Oslo,FALSE,126,322,0,0.25,anti,neutral,neutral,neutral,
868280834,03-15-2020 18:57,0,Twitter for iPhone,Greg Austin,0,covid Globalization Climate Change and Human Health NEJM pandemic frequency and global warming climate change,GregDAustin,Singapore,FALSE,1210,928,0,0.05,neutral,neutral,neutral,neutral,
7.36E+17,03-14-2020 19:31,0,Twitter Web App,Igor Matutinovic,0,It is fascinating to see how absurd the arguments of climate deniers are and who questions validity of climatescienceThere is no evidence that global warming was rebranded as climate change via ConversationUK,IgorMatutinovic,Zagreb,FALSE,12,62,0.066666667,0.616666667,pro,pro,pro,positive,
2424631292,03-14-2020 08:09,0,Twitter for Android,Minna,0,Global warming severe consequences for Africa particularly Sahel consequences of climate change,MinnaAja,,FALSE,236,530,0.083333333,0.166666667,pro,news,news,positive,
1339821457,03-14-2020 01:35,4,Twitter for iPad,Energy House,4,Changes in building and construction have great potential to slow global warming climatechange nature environment climate climatestrike globalwarming savetheplanet sustainability gretathunberg zerowaste climatecrisis fridaysforfuture earth,EnergyHouseVA,"Alexandria, VA",FALSE,2240,2130,0.125,0.5375,neutral,news,neutral,neutral,
152970997,03-12-2020 10:01,0,Hootsuite Inc.,Better Housing Better Health,1,With global warming we wont need as much insulation in the future Myth or Truth climate change,BHBHadvice,United Kingdom,FALSE,833,1133,0.066666667,0.108333333,news,neutral,neutral,neutral,
1331133278,03-10-2020 07:24,0,IFTTT,POPapers,0,Climate JC The change in the ENSO teleconnection under a low global warming scenario and the uncertainty due to internal variability,geomatlab,,FALSE,734,60,-0.03125,0.16875,news,neutral,neutral,neutral,
1.06E+18,03-09-2020 12:55,11,Twitter Web App,A. Patsemkin,25,ecology environment climate volunteers Thunberg policy Ecologie Ecology and how to protect it Whats dangerous about Greta Thunberg It is considered that the causes of climate change and global warming Read,patsemkin,Russia,FALSE,38659,41647,-0.3,0.45,news,neutral,neutral,neutral,
1.23E+18,03-09-2020 03:08,0,Blog2Social APP,Latest News,0,KOLKATA Climate change and global warming may hit Indias GDP within a decade a report published by the McKinsey Global Institute MGI has said Breakingnews Change Climate gdp Googlenews India Indianews Indianewstoday Indias McKinseyGlobalI,LatestN50378800,Bnagladesh,FALSE,25,27,0,0,news,news,news,positive,
806871985,03-08-2020 17:54,0,ContentStudio.io,Simon Weiner CGMA,0,Global Warming Evidence Shocking Then amp Now Photos Reveal What 100 Years of Climate Change Has Done to Arctic Glaciers vintage everyday globalwarming climate,simondweiner,"New York, NY",FALSE,6127,4390,-0.4,0.533333333,neutral,pro,pro,positive,
154266844,03-08-2020 00:51,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,environment Links to the ENVIRONMENT climate change consumerism ecology global warming,SptsGuy1,"Rural Hall, NC",FALSE,2281,2155,0,0,pro,pro,pro,positive,
3346529644,03-05-2020 17:00,22,Twitter Web App,Copernicus ECMWF,36,Whilst this winter was a truly extreme event in its own right it is likely that these sorts of events have been made more extreme by the global warming trend said Carlo Buontempo director of the CopernicusEU Climate Change Service,CopernicusECMWF,"Reading, England",FALSE,33287,477,0.162244898,0.719387755,pro,pro,pro,positive,
